Factory,Building,Floor,Oper_No,Machine_ID,Description,DT,Trouble_Item,Trouble_Status
ASEF3,K25,8F,3260,ALL,,"2025-9-12, 23:21",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3910,825,AXQMFK-005-001因2D逾時尚未打印，請協助消除記錄,"2025-9-13, 00:08",連線異常,過帳相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 00:30",機台異常,自動化設備相關
ASEF3,K25,8F,2880,801,,"2025-9-13, 00:54",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,2880,801,,"2025-9-13, 01:14",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3910,817,"Markout系統無Map，導致打印失敗，協助消除作業紀錄，共2條，批號：
5-LCQMKJ-029-002
＆
5-LCQMKJ-029-003","2025-9-13, 01:26",連線異常,過帳相關
ASEF3,K11,9F,4730,801,,"2025-9-13, 01:43",關整台,關閉比對
ASEF3,K11,8F,4110,ALL,,"2025-9-13, 01:44",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 01:50",異常退盒,過帳相關
ASEF3,K25,8F,2890,801,,"2025-9-13, 02:23",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 02:30",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 02:37",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3450,ALL,,"2025-9-13, 02:44",默停,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 02:48",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 03:43",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 03:45",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 04:08",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,2880,801,,"2025-9-13, 04:08",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 04:31",機台異常,自動化設備相關
ASEF3,K25,8F,2880,801,alrm,"2025-9-13, 04:39",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 05:03",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 05:25",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 05:41",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 05:57",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 06:25",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3670,809,在席為異常,"2025-9-13, 07:44",偵測檢知異常,自動化設備相關
ASEF3,K11,9F,4515,651,4515#651 需過帳4554站點，請協助關閉防漏洗功能,"2025-9-13, 07:49",關整台,關閉比對
ASEF3,K11,9F,4730,816,4730#816 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:50",關整台,關閉比對
ASEF3,K11,8F,4730,814,4730#814 過帳電腦故障，需關閉比對(待工程師同CIM安裝程式)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:50",關整台,關閉比對
ASEF3,K11,6F,4730,602,4730#602  266L 無美光  AI PROFILE ， 需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:51",關整台,關閉比對
ASEF3,K11,7F,4730,803,4730#803  264(MM1X)   (EL) AI PROFILE   比對異常，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:51",關整台,關閉比對
ASEF3,K11,7F,4730,821,4730#821  346L  25JSI無建檔  AI PROFILE  ，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:51",關整台,關閉比對
ASEF3,K11,9F,4730,819,4730-819   852L AI PROFILE  MTK未建立，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:52",關整台,關閉比對
ASEF3,K11,7F,4730,818,4730-818   121L(EL) AI PROFILE   比對異常，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 07:52",關整台,關閉比對
ASEF1,K21,8F,2945,0380,需使用虛擬機台過帳，請協助關閉比對。謝謝！,"2025-9-13, 07:54",關整台,關閉比對
ASEF3,K11,8F,3910,807,"Please delete 2D data
5-35LMKU-004-006","2025-9-13, 08:02",連線異常,過帳相關
ASEF1,K22,8F,2945,0380,,"2025-9-13, 08:04",無法過帳,過帳相關
ASEF3,K11,9F,4730,801,4730#801 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 08:47",關整台,關閉比對
ASEF3,K11,8F,3800,T24,AOI 夾抓過壓,"2025-9-13, 09:30",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3670,809,夾爪過壓,"2025-9-13, 09:36",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,(M7820)台車位置檢知遮蔽,"2025-9-13, 09:37",偵測檢知異常,自動化設備相關
ASEF3,K25,8F,3260,B17,,"2025-9-13, 09:43",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 09:43",機台異常,自動化設備相關
ASEF1,K21,8F,2500,ALL,烤箱儲格異常,"2025-9-13, 09:43",機台異常,自動化設備相關
ASEF3,K25,8F,2900,804H,WAFER MAPPING無法下載,"2025-9-13, 10:13",連線異常,過帳相關
ASEF3,K11,8F,4110,ALL,4110自動化出料機故,"2025-9-13, 10:22",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 11:06",機台異常,自動化設備相關
ASEF3,K25,8F,3190,802,儲格夾貨異常。,"2025-9-13, 11:19",命令異常,自動化設備相關
ASEF1,K21,8F,2715,A02,2715-02 ng,"2025-9-13, 12:35",機台異常,自動化設備相關
ASEF3,K11,8F,3260,ALL,,"2025-9-13, 13:15",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 13:42",機台異常,自動化設備相關
ASEF3,K11,8F,3450,ALL,,"2025-9-13, 14:04",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-13, 14:09",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,4110自動化機故,"2025-9-13, 14:13",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,4110自動化出料機故,"2025-9-13, 14:47",機台異常,自動化設備相關
ASEF3,K25,8F,3260,B18,,"2025-9-13, 15:27",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,4110自動化出料機故,"2025-9-13, 16:06",機台異常,自動化設備相關
ASEF1,K21,8F,2715,A02,自動化 EAP LODA 參數失敗，2715 共耗時1H,"2025-9-13, 16:08",命令異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,(M7820)台車位置檢知遮蔽,"2025-9-13, 17:30",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,(M7820)台車位置檢知遮蔽,"2025-9-13, 17:59",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,4110自動化出料機故,"2025-9-13, 18:36",機台異常,自動化設備相關
ASEF3,K11,8F,3800,T32,,"2025-9-13, 18:56",機台異常,自動化設備相關
ASEF1,K21,8F,2500,ALL,A LINE NG,"2025-9-13, 19:01",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,4110自動化出料機故,"2025-9-13, 19:01",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,(M7820)台車位置檢知遮蔽,"2025-9-13, 19:17",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 19:42",機台異常,自動化設備相關
ASEF3,K11,9F,4515,651,4515#651 需過帳4554站點，請協助關閉防漏洗功能,"2025-9-13, 19:57",關整台,關閉比對
ASEF3,K11,9F,4730,816,4730#816 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 19:58",關整台,關閉比對
ASEF3,K11,8F,4730,814,4730#814 過帳電腦故障，需關閉比對(待工程師同CIM安裝程式)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 19:58",關整台,關閉比對
ASEF3,K11,6F,4730,602,4730#602  266L 無美光  AI PROFILE ， 需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 19:59",關整台,關閉比對
ASEF3,K11,7F,4730,803,4730#803  264(MM1X)   (EL) AI PROFILE   比對異常，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 19:59",關整台,關閉比對
ASEF3,K11,7F,4730,821,4730#821  346L  25JSI無建檔  AI PROFILE  ，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 19:59",關整台,關閉比對
ASEF3,K11,9F,4730,819,4730-819   852L AI PROFILE  MTK未建立，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 20:00",關整台,關閉比對
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 20:00",卡盒卡盤,自動化設備相關
ASEF3,K11,7F,4730,818,4730-818   121L(EL) AI PROFILE   比對異常，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 20:00",關整台,關閉比對
ASEF3,K11,9F,4730,801,4730#801 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-13, 20:00",關整台,關閉比對
ASEF3,K25,8F,2890,802,alarm,"2025-9-13, 20:13",卡盒卡盤,自動化設備相關
ASEF1,K21,5F,3910,C01S,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-36IEWK-002-005，謝謝。","2025-9-13, 21:08",參數比對異常,過帳相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 21:21",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 21:28",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 21:57",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 22:13",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 22:13",機台異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 22:22",卡盒卡盤,自動化設備相關
ASEF3,K25,3F,3670,ALL,NG,"2025-9-13, 22:31",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 22:31",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 22:55",機台異常,自動化設備相關
ASEF3,K25,8F,2890,801,alarm,"2025-9-13, 23:07",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-13, 23:12",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-13, 23:28",機台異常,自動化設備相關
ASEF1,K21,5F,2195,C01,RUN TOSA,"2025-9-13, 23:38",無法過帳,過帳相關
ASEF3,K25,8F,2890,803,NG,"2025-9-14, 00:17",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,3910,823,麻煩消除5-36UYPD-011-005作業紀錄,"2025-9-14, 00:21",參數比對異常,過帳相關
ASEF3,K25,9F,3910,9003,"請協助消除5-362KPQ-009-006的作業紀錄
謝謝","2025-9-14, 00:32",連線異常,過帳相關
ASEF3,K25,9F,3910,9003,"請協助消除5-362KPQ-009-009的作業紀錄
謝謝","2025-9-14, 00:33",連線異常,過帳相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-14, 01:09",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-14, 01:54",機台異常,自動化設備相關
ASEF3,K11,6F,4730,603,4730#603  266L 無美光  AI PROFILE ， 需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 01:56",關整台,關閉比對
ASEF1,K21,5F,2195,C01,NOT RUN TOSA,"2025-9-14, 02:15",無法過帳,過帳相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-14, 02:18",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-14, 03:07",機台異常,自動化設備相關
ASEF3,K25,8F,3800,ALL,天車在烤箱電腦附近默停,"2025-9-14, 03:11",默停,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-14, 03:46",機台異常,自動化設備相關
ASEF3,K25,8F,2890,801,alarm,"2025-9-14, 04:06",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,2890,804,NG,"2025-9-14, 05:32",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,NG,"2025-9-14, 05:35",機台異常,自動化設備相關
ASEF3,K25,8F,2890,801,NG,"2025-9-14, 05:55",偵測檢知異常,自動化設備相關
ASEF3,K25,8F,3260,ALL,NG,"2025-9-14, 06:01",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,NG,"2025-9-14, 06:02",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,NG,"2025-9-14, 06:11",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,alarm,"2025-9-14, 07:11",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-14, 07:13",卡盒卡盤,自動化設備相關
ASEF1,K21,8F,2945,0380,需使用虛擬機台過帳，請協助關閉比對。謝謝！,"2025-9-14, 07:46",關整台,關閉比對
ASEF3,K11,9F,4515,651,4515#651 需過帳4554站點，請協助關閉防漏洗功能,"2025-9-14, 07:53",關整台,關閉比對
ASEF3,K11,9F,4730,816,4730#816 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:53",關整台,關閉比對
ASEF3,K11,9F,4800,815,4800#815 產線清洗機電腦無法連線~再煩請CIM人員協助關閉比對~~謝謝,"2025-9-14, 07:53",關整台,關閉比對
ASEF3,K11,9F,4730,801,4730#801 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:54",關整台,關閉比對
ASEF3,K11,8F,4730,814,4730#814 過帳電腦故障，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:54",關整台,關閉比對
ASEF3,K11,6F,4730,603,4730#603  266L 無美光  PROFILE ，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:54",關整台,關閉比對
ASEF3,K11,7F,4730,821,4730#803  264(MM1X) L  AI PROFILE   比對異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:55",關整台,關閉比對
ASEF3,K11,7F,4730,821,4730#821  346L  25JSI無建檔  AI PROFILE  ，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:55",關整台,關閉比對
ASEF1,K22,8F,2945,0380,,"2025-9-14, 07:55",無法過帳,過帳相關
ASEF3,K11,7F,4730,818,4730-818   121L(EL) AI PROFILE   比對異常，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:55",關整台,關閉比對
ASEF3,K11,9F,4730,819,4730-819   852L AI PROFILE  MTK未建立，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 07:56",關整台,關閉比對
ASEF3,K25,8F,3670,ALL,,"2025-9-14, 07:59",機台異常,自動化設備相關
ASEF3,K11,8F,3670,809,夾爪過壓,"2025-9-14, 08:08",偵測檢知異常,自動化設備相關
ASEF3,K11,6F,4730,602,4730#603 SQ   AI PROFILE 最高溫異常，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 08:23",關整台,關閉比對
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 08:29",卡盒卡盤,自動化設備相關
ASEF3,K11,7F,4730,820,4730#820   441L   MTK  AI PROFILE無建檔 ， EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 08:49",關整台,關閉比對
ASEF3,K25,8F,3260,B28,,"2025-9-14, 08:51",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 08:57",卡盒卡盤,自動化設備相關
ASEF1,K21,8F,2500,ALL,流道異常,"2025-9-14, 09:04",機台異常,自動化設備相關
ASEF3,K25,8F,3670,E05,,"2025-9-14, 09:24",機台異常,自動化設備相關
ASEF3,K25,8F,4110,ALL,na,"2025-9-14, 09:28",機台異常,自動化設備相關
ASEF3,K11,8F,4110,A24,(M7244)台車STAGE21滿盤勾盤汽缸異常,"2025-9-14, 10:07",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 10:25",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,ALL,,"2025-9-14, 10:37",機台異常,自動化設備相關
ASEF3,K11,8F,3670,809,夾爪過壓異常,"2025-9-14, 10:44",偵測檢知異常,自動化設備相關
ASEF3,K25,8F,3800,05,,"2025-9-14, 12:15",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,(M7820)台車位置檢知遮蔽,"2025-9-14, 12:25",偵測檢知異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 13:13",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,4110,ALL,,"2025-9-14, 13:14",機台異常,自動化設備相關
ASEF1,K21,8F,2715,A02,2715-02 NG,"2025-9-14, 14:13",機台異常,自動化設備相關
ASEF3,K25,8F,4110,ALL,,"2025-9-14, 14:20",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7205)出料龍門動作逾時
(M7824)出料7無盤","2025-9-14, 14:42",偵測檢知異常,自動化設備相關
ASEF1,K21,5F,3910,C01S,"Hello CIM：
3910-C01S 
請協助消除此條批號之作業紀錄，批號為 5-36IEWP-001-004，謝謝。","2025-9-14, 14:53",無法過帳,過帳相關
ASEF3,K11,8F,3450,ALL,,"2025-9-14, 15:12",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7202)出料龍門空夾異常
(M7205)出料龍門動作逾時","2025-9-14, 15:14",偵測檢知異常,自動化設備相關
ASEF1,K21,8F,2500,ALL,2500 自動化 烤箱異常,"2025-9-14, 15:53",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 15:56",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3260,ALL,,"2025-9-14, 16:23",機台異常,自動化設備相關
ASEF3,K11,8F,4110,ALL,"(M7139)入料龍門夾爪動作逾時
(M7103)入料龍門過壓(X380)
(M7102)入料龍門Z軸極限遮蔽","2025-9-14, 18:19",卡盒卡盤,自動化設備相關
ASEF3,K11,9F,4515,651,4515#651 需過帳4554站點，請協助關閉防漏洗功能,"2025-9-14, 19:54",關整台,關閉比對
ASEF3,K11,9F,4730,816,4730#816 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 19:55",關整台,關閉比對
ASEF3,K11,9F,4800,815,4800#815 產線清洗機電腦無法連線~再煩請CIM人員協助關閉比對~~謝謝,"2025-9-14, 19:56",關整台,關閉比對
ASEF3,K11,9F,4730,801,4730#801 無安裝 AI PROFILE，系統有卡 EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 19:56",關整台,關閉比對
ASEF3,K25,8F,3260,B17,,"2025-9-14, 19:59",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4730,814,4730#814 過帳電腦故障，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 19:59",關整台,關閉比對
ASEF3,K11,6F,4730,603,4730#603  266L 無美光  PROFILE ，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:00",關整台,關閉比對
ASEF3,K11,7F,4730,803,4730#803  264(MM1X) L  AI PROFILE   比對異常，EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:01",關整台,關閉比對
ASEF3,K11,7F,4730,821,4730#821  346L  25JSI無建檔  AI PROFILE  ，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:01",關整台,關閉比對
ASEF3,K11,9F,4730,819,4730-819   852L AI PROFILE  MTK未建立，需求關閉比對(待工程師新增)，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:01",關整台,關閉比對
ASEF3,K11,7F,4730,820,4730#820   441L   MTK  AI PROFILE無建檔 ， EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:03",關整台,關閉比對
ASEF3,K11,6F,4730,602,4730#602 200L AI PROFILE最高溫未過 ， EE TEAM 需求關閉比對，手動上傳爐溫，請協助關閉AI PROFILE,"2025-9-14, 20:08",關整台,關閉比對
ASEF3,K25,8F,3260,B17,alarm,"2025-9-14, 20:21",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3260,B21,,"2025-9-14, 20:42",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,2890,802,,"2025-9-14, 20:52",偵測檢知異常,自動化設備相關
ASEF3,K25,8F,3260,B17,ALARM,"2025-9-14, 21:28",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3910,823,請協助重啟EAP軟體，謝謝,"2025-9-14, 21:36",無法過帳,過帳相關
ASEF3,K11,8F,4110,ALL,,"2025-9-14, 21:42",機台異常,自動化設備相關
ASEF3,K25,8F,3260,B21,ALARM,"2025-9-14, 21:42",卡盒卡盤,自動化設備相關
ASEF3,K25,8F,3670,E03,,"2025-9-14, 21:49",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,4110,ALL,,"2025-9-14, 23:13",機台異常,自動化設備相關
ASEF3,K25,8F,3800,ALL,,"2025-9-14, 23:40",卡盒卡盤,自動化設備相關
ASEF3,K11,8F,3910,803,5-LCQMKJ-029-004，無map資料，尚未打印，請幫忙刪除作業記錄，謝謝。,"2025-9-14, 23:52",連線異常,過帳相關
ASEF3,K11,8F,4110,ALL,,"2025-9-14, 23:54",機台異常,自動化設備相關
